provider,corridor,date,fee_php,effective_exchange_rate,weekday,weekday_number,is_holiday,is_promo,is_payday,effective_cost_php_15000
Wise,AE-PH,2025-11-08,144.15,15.728209,Saturday,5,0,0,0,307.98
Remitly,AE-PH,2025-11-08,164.62,15.672162,Saturday,5,0,0,0,382.68
WorldRemit,AE-PH,2025-11-08,160.58,15.648611,Saturday,5,0,0,0,401.55
Wise,AE-PH,2025-11-09,147.3,15.714308,Sunday,6,0,0,0,324.55
Remitly,AE-PH,2025-11-09,162.49,15.694596,Sunday,6,0,0,0,358.81
WorldRemit,AE-PH,2025-11-09,159.68,15.650334,Sunday,6,0,0,0,398.98
Wise,AE-PH,2025-11-10,150.0,15.710171,Monday,0,0,0,0,331.25
Remitly,AE-PH,2025-11-10,123.62,15.763959,Monday,0,0,1,0,253.07
WorldRemit,AE-PH,2025-11-10,154.77,15.66518,Monday,0,0,0,0,379.62
Wise,AE-PH,2025-11-11,144.35,15.724456,Tuesday,1,0,0,0,311.8
Remitly,AE-PH,2025-11-11,106.03,15.815586,Tuesday,1,0,1,0,186.09
WorldRemit,AE-PH,2025-11-11,109.74,15.737861,Tuesday,1,0,1,0,264.27
Wise,AE-PH,2025-11-12,101.24,15.815606,Wednesday,2,0,1,0,181.28
Remitly,AE-PH,2025-11-12,115.11,15.776087,Wednesday,2,0,1,0,232.92
WorldRemit,AE-PH,2025-11-12,99.03,15.786168,Wednesday,2,0,1,0,207.19
Wise,AE-PH,2025-11-13,86.56,15.845891,Thursday,3,0,1,0,137.78
Remitly,AE-PH,2025-11-13,159.41,15.682836,Thursday,3,0,0,0,367.12
WorldRemit,AE-PH,2025-11-13,112.47,15.746542,Thursday,3,0,1,0,258.65
Wise,AE-PH,2025-11-14,115.46,15.755653,Friday,4,0,1,1,252.89
Remitly,AE-PH,2025-11-14,178.43,15.631038,Friday,4,0,0,1,436.53
WorldRemit,AE-PH,2025-11-14,168.45,15.608046,Friday,4,0,0,1,449.03
Wise,AE-PH,2025-11-15,156.5,15.681854,Saturday,5,0,0,1,365.16
Remitly,AE-PH,2025-11-15,179.49,15.621176,Saturday,5,0,0,1,447.22
WorldRemit,AE-PH,2025-11-15,172.03,15.606801,Saturday,5,0,0,1,453.83
Wise,AE-PH,2025-11-16,156.9,15.669904,Sunday,6,0,0,1,377.16
Remitly,AE-PH,2025-11-16,180.13,15.647283,Sunday,6,0,0,1,422.4
WorldRemit,AE-PH,2025-11-16,174.08,15.60278,Sunday,6,0,0,1,459.82
Wise,AE-PH,2025-11-17,151.28,15.726139,Monday,0,0,0,0,317.12
Remitly,AE-PH,2025-11-17,145.29,15.708701,Monday,0,0,0,0,327.96
WorldRemit,AE-PH,2025-11-17,151.73,15.660732,Monday,0,0,0,0,380.9
Wise,AE-PH,2025-11-18,136.21,15.734627,Tuesday,1,0,0,0,293.86
Remitly,AE-PH,2025-11-18,137.92,15.759013,Tuesday,1,0,0,0,272.12
WorldRemit,AE-PH,2025-11-18,143.06,15.684282,Tuesday,1,0,0,0,349.37
Wise,AE-PH,2025-11-19,132.28,15.755595,Wednesday,2,0,0,0,269.76
Remitly,AE-PH,2025-11-19,148.02,15.725512,Wednesday,2,0,0,0,314.46
WorldRemit,AE-PH,2025-11-19,124.5,15.713015,Wednesday,2,0,0,0,303.0
Wise,AE-PH,2025-11-20,120.47,15.783869,Thursday,3,0,0,0,230.84
Remitly,AE-PH,2025-11-20,158.03,15.70074,Thursday,3,0,0,0,348.4
WorldRemit,AE-PH,2025-11-20,135.49,15.694261,Thursday,3,0,0,0,332.13
Wise,AE-PH,2025-11-21,141.6,15.737272,Friday,4,0,0,0,296.7
Remitly,AE-PH,2025-11-21,160.97,15.675865,Friday,4,0,0,0,375.44
WorldRemit,AE-PH,2025-11-21,156.29,15.65636,Friday,4,0,0,0,389.72
Wise,AE-PH,2025-11-22,141.04,15.731254,Saturday,5,0,0,0,301.94
Remitly,AE-PH,2025-11-22,162.74,15.695125,Saturday,5,0,0,0,358.54
WorldRemit,AE-PH,2025-11-22,162.51,15.645446,Saturday,5,0,0,0,406.56
Wise,AE-PH,2025-11-23,150.0,15.716423,Sunday,6,0,0,0,325.21
Remitly,AE-PH,2025-11-23,156.66,15.687926,Sunday,6,0,0,0,359.43
WorldRemit,AE-PH,2025-11-23,155.22,15.641187,Sunday,6,0,0,0,403.42
Wise,AE-PH,2025-11-24,150.43,15.723065,Monday,0,0,0,0,319.23
Remitly,AE-PH,2025-11-24,150.56,15.720948,Monday,0,0,0,0,321.4
WorldRemit,AE-PH,2025-11-24,151.74,15.652575,Monday,0,0,0,0,388.85
Wise,AE-PH,2025-11-25,143.69,15.724342,Tuesday,1,0,0,0,311.25
Remitly,AE-PH,2025-11-25,134.12,15.751113,Tuesday,1,0,0,0,275.91
WorldRemit,AE-PH,2025-11-25,144.88,15.689376,Tuesday,1,0,0,0,346.25
Wise,AE-PH,2025-11-26,128.78,15.758952,Wednesday,2,0,0,0,263.04
Remitly,AE-PH,2025-11-26,147.6,15.71437,Wednesday,2,0,0,0,324.8
WorldRemit,AE-PH,2025-11-26,126.26,15.722874,Wednesday,2,0,0,0,295.25
Wise,AE-PH,2025-11-27,111.44,15.781495,Thursday,3,0,0,0,224.08
Remitly,AE-PH,2025-11-27,154.21,15.689105,Thursday,3,0,0,0,355.84
WorldRemit,AE-PH,2025-11-27,145.68,15.700433,Thursday,3,0,0,0,336.35
Wise,AE-PH,2025-11-28,131.48,15.758839,Friday,4,0,0,0,265.84
Remitly,AE-PH,2025-11-28,163.2,15.668822,Friday,4,0,0,0,384.51
WorldRemit,AE-PH,2025-11-28,144.83,15.655622,Friday,4,0,0,0,378.97
Wise,AE-PH,2025-11-29,164.39,15.688803,Saturday,5,0,0,1,366.31
Remitly,AE-PH,2025-11-29,179.21,15.642623,Saturday,5,0,0,1,426.02
WorldRemit,AE-PH,2025-11-29,172.77,15.597225,Saturday,5,0,0,1,463.95
Wise,AE-PH,2025-11-30,177.29,15.647852,Sunday,6,1,0,1,419.0
Remitly,AE-PH,2025-11-30,178.19,15.629878,Sunday,6,1,0,1,437.42
WorldRemit,AE-PH,2025-11-30,184.69,15.584399,Sunday,6,1,0,1,488.46
Wise,AE-PH,2025-12-01,143.52,15.712838,Monday,0,0,0,0,322.19
Remitly,AE-PH,2025-12-01,153.25,15.713297,Monday,0,0,0,0,331.48
WorldRemit,AE-PH,2025-12-01,150.55,15.647222,Monday,0,0,0,0,392.87
Wise,AE-PH,2025-12-02,143.39,15.72389,Tuesday,1,0,0,0,311.39
Remitly,AE-PH,2025-12-02,130.25,15.738577,Tuesday,1,0,0,0,284.1
WorldRemit,AE-PH,2025-12-02,147.22,15.685381,Tuesday,1,0,0,0,352.46
Wise,AE-PH,2025-12-03,131.44,15.738831,Wednesday,2,0,0,0,285.04
Remitly,AE-PH,2025-12-03,141.56,15.711045,Wednesday,2,0,0,0,321.96
WorldRemit,AE-PH,2025-12-03,125.85,15.725139,Wednesday,2,0,0,0,292.65
Wise,AE-PH,2025-12-04,111.88,15.791281,Thursday,3,0,0,0,215.15
Remitly,AE-PH,2025-12-04,161.58,15.698343,Thursday,3,0,0,0,354.27
WorldRemit,AE-PH,2025-12-04,136.92,15.695752,Thursday,3,0,0,0,332.11
Wise,AE-PH,2025-12-05,134.06,15.771543,Friday,4,0,0,0,256.24
Remitly,AE-PH,2025-12-05,164.67,15.675597,Friday,4,0,0,0,379.4
WorldRemit,AE-PH,2025-12-05,149.37,15.660551,Friday,4,0,0,0,378.72
Wise,AE-PH,2025-12-06,138.22,15.717943,Saturday,5,0,0,0,311.96
Remitly,AE-PH,2025-12-06,166.05,15.662529,Saturday,5,0,0,0,393.48
WorldRemit,AE-PH,2025-12-06,153.8,15.630658,Saturday,5,0,0,0,412.27
Wise,AE-PH,2025-12-07,152.21,15.726988,Sunday,6,0,0,0,317.22
Remitly,AE-PH,2025-12-07,151.88,15.699353,Sunday,6,0,0,0,343.59
WorldRemit,AE-PH,2025-12-07,157.29,15.650207,Sunday,6,0,0,0,396.7
Wise,AE-PH,2025-12-08,148.8,15.716587,Monday,0,0,0,0,323.85
Remitly,AE-PH,2025-12-08,120.29,15.775226,Monday,0,0,1,0,238.93
WorldRemit,AE-PH,2025-12-08,149.8,15.665155,Monday,0,0,0,0,374.67
Wise,AE-PH,2025-12-09,132.12,15.737582,Tuesday,1,0,0,0,286.92
Remitly,AE-PH,2025-12-09,99.7,15.805846,Tuesday,1,0,1,0,189.06
WorldRemit,AE-PH,2025-12-09,114.81,15.740296,Tuesday,1,0,1,0,267.01
Wise,AE-PH,2025-12-10,99.25,15.815267,Wednesday,2,0,1,0,179.61
Remitly,AE-PH,2025-12-10,115.61,15.768868,Wednesday,2,0,1,0,240.35
WorldRemit,AE-PH,2025-12-10,94.94,15.766023,Wednesday,2,0,1,0,222.41
Wise,AE-PH,2025-12-11,78.18,15.856081,Thursday,3,0,1,0,119.73
Remitly,AE-PH,2025-12-11,160.46,15.684984,Thursday,3,0,0,0,366.08
WorldRemit,AE-PH,2025-12-11,117.09,15.749844,Thursday,3,0,1,0,260.1
Wise,AE-PH,2025-12-12,101.3,15.807972,Friday,4,0,1,0,188.63
Remitly,AE-PH,2025-12-12,170.48,15.670157,Friday,4,0,0,0,390.49
WorldRemit,AE-PH,2025-12-12,152.95,15.660617,Friday,4,0,0,0,382.24
Wise,AE-PH,2025-12-13,142.95,15.728248,Saturday,5,0,0,0,306.75
Remitly,AE-PH,2025-12-13,166.1,15.659021,Saturday,5,0,0,0,396.94
WorldRemit,AE-PH,2025-12-13,161.83,15.63751,Saturday,5,0,0,0,413.62
Wise,AE-PH,2025-12-14,161.93,15.668157,Sunday,6,0,0,1,383.88
Remitly,AE-PH,2025-12-14,173.22,15.642395,Sunday,6,0,0,1,420.24
WorldRemit,AE-PH,2025-12-14,176.9,15.604804,Sunday,6,0,0,1,460.66
Wise,AE-PH,2025-12-15,163.41,15.669306,Monday,0,0,0,1,384.25
Remitly,AE-PH,2025-12-15,164.52,15.672396,Monday,0,0,0,1,382.36
WorldRemit,AE-PH,2025-12-15,167.3,15.612184,Monday,0,0,0,1,443.83
Wise,AE-PH,2025-12-16,159.46,15.680691,Tuesday,1,0,0,1,369.25
Remitly,AE-PH,2025-12-16,144.65,15.705908,Tuesday,1,0,0,1,330.02
WorldRemit,AE-PH,2025-12-16,153.92,15.635136,Tuesday,1,0,0,1,408.03
Wise,AE-PH,2025-12-17,139.06,15.759165,Wednesday,2,0,0,0,273.11
Remitly,AE-PH,2025-12-17,151.35,15.715072,Wednesday,2,0,0,0,327.87
WorldRemit,AE-PH,2025-12-17,129.3,15.731527,Wednesday,2,0,0,0,289.94
Wise,AE-PH,2025-12-18,114.07,15.778498,Thursday,3,0,0,0,229.58
Remitly,AE-PH,2025-12-18,165.55,15.699276,Thursday,3,0,0,0,357.34
WorldRemit,AE-PH,2025-12-18,144.55,15.692551,Thursday,3,0,0,0,342.85
Wise,AE-PH,2025-12-19,133.5,15.768796,Friday,4,0,0,0,258.31
Remitly,AE-PH,2025-12-19,165.42,15.67943,Friday,4,0,0,0,376.43
WorldRemit,AE-PH,2025-12-19,155.32,15.653573,Friday,4,0,0,0,391.45
Wise,AE-PH,2025-12-20,139.83,15.74105,Saturday,5,0,0,0,291.3
Remitly,AE-PH,2025-12-20,168.77,15.660207,Saturday,5,0,0,0,398.45
WorldRemit,AE-PH,2025-12-20,157.54,15.650528,Saturday,5,0,0,0,396.64
Wise,AE-PH,2025-12-21,147.97,15.728214,Sunday,6,0,0,0,311.81
Remitly,AE-PH,2025-12-21,160.45,15.701463,Sunday,6,0,0,0,350.12
WorldRemit,AE-PH,2025-12-21,157.21,15.643824,Sunday,6,0,0,0,402.85
Wise,AE-PH,2025-12-22,149.25,15.730771,Monday,0,0,0,0,310.62
Remitly,AE-PH,2025-12-22,148.19,15.72135,Monday,0,0,0,0,318.64
WorldRemit,AE-PH,2025-12-22,151.39,15.653536,Monday,0,0,0,0,387.56
Wise,AE-PH,2025-12-23,145.0,15.724959,Tuesday,1,0,0,0,311.97
Remitly,AE-PH,2025-12-23,132.0,15.73984,Tuesday,1,0,0,0,284.63
WorldRemit,AE-PH,2025-12-23,136.52,15.689474,Tuesday,1,0,0,0,337.79
Wise,AE-PH,2025-12-24,129.12,15.757302,Wednesday,2,0,0,0,264.96
Remitly,AE-PH,2025-12-24,151.76,15.726979,Wednesday,2,0,0,0,316.79
WorldRemit,AE-PH,2025-12-24,127.71,15.708639,Wednesday,2,0,0,0,310.44
Wise,AE-PH,2025-12-25,123.68,15.752871,Thursday,3,1,0,0,263.78
Remitly,AE-PH,2025-12-25,169.47,15.664236,Thursday,3,1,0,0,395.24
WorldRemit,AE-PH,2025-12-25,152.48,15.666971,Thursday,3,1,0,0,375.59
Wise,AE-PH,2025-12-26,128.11,15.752573,Friday,4,0,0,0,268.49
Remitly,AE-PH,2025-12-26,169.24,15.661754,Friday,4,0,0,0,397.42
WorldRemit,AE-PH,2025-12-26,150.77,15.670262,Friday,4,0,0,0,370.68
Wise,AE-PH,2025-12-27,149.42,15.740208,Saturday,5,0,0,0,301.7
Remitly,AE-PH,2025-12-27,168.35,15.673319,Saturday,5,0,0,0,385.3
WorldRemit,AE-PH,2025-12-27,158.73,15.648952,Saturday,5,0,0,0,399.36
Wise,AE-PH,2025-12-28,144.12,15.722791,Sunday,6,0,0,0,313.18
Remitly,AE-PH,2025-12-28,160.94,15.69498,Sunday,6,0,0,0,356.89
WorldRemit,AE-PH,2025-12-28,160.85,15.64379,Sunday,6,0,0,0,406.52
Wise,AE-PH,2025-12-29,168.47,15.668587,Monday,0,0,0,1,390.01
Remitly,AE-PH,2025-12-29,164.95,15.670998,Monday,0,0,0,1,384.14
WorldRemit,AE-PH,2025-12-29,164.64,15.616368,Monday,0,0,0,1,437.07
Wise,AE-PH,2025-12-30,167.78,15.654904,Tuesday,1,1,0,1,402.62
Remitly,AE-PH,2025-12-30,159.76,15.67902,Tuesday,1,1,0,1,371.17
WorldRemit,AE-PH,2025-12-30,168.74,15.610102,Tuesday,1,1,0,1,447.31
Wise,AE-PH,2025-12-31,147.42,15.713622,Wednesday,2,0,0,1,325.33
Remitly,AE-PH,2025-12-31,167.75,15.670139,Wednesday,2,0,0,1,387.78
WorldRemit,AE-PH,2025-12-31,135.37,15.665374,Wednesday,2,0,0,1,360.03
Wise,AE-PH,2026-01-01,127.49,15.746634,Thursday,3,1,0,0,273.58
Remitly,AE-PH,2026-01-01,163.99,15.676452,Thursday,3,1,0,0,377.9
WorldRemit,AE-PH,2026-01-01,157.18,15.656522,Thursday,3,1,0,0,390.45
Wise,AE-PH,2026-01-02,129.33,15.755037,Friday,4,0,0,0,267.35
Remitly,AE-PH,2026-01-02,173.68,15.675812,Friday,4,0,0,0,388.2
WorldRemit,AE-PH,2026-01-02,153.41,15.661185,Friday,4,0,0,0,382.15
Wise,AE-PH,2026-01-03,138.41,15.745097,Saturday,5,0,0,0,285.99
Remitly,AE-PH,2026-01-03,172.21,15.680347,Saturday,5,0,0,0,382.34
WorldRemit,AE-PH,2026-01-03,159.0,15.645506,Saturday,5,0,0,0,402.99
Wise,AE-PH,2026-01-04,142.53,15.704601,Sunday,6,0,0,0,329.17
Remitly,AE-PH,2026-01-04,164.38,15.68198,Sunday,6,0,0,0,372.92
WorldRemit,AE-PH,2026-01-04,157.58,15.665619,Sunday,6,0,0,0,382.0
Wise,AE-PH,2026-01-05,149.16,15.712591,Monday,0,0,0,0,328.07
Remitly,AE-PH,2026-01-05,118.83,15.764846,Monday,0,0,1,0,247.43
WorldRemit,AE-PH,2026-01-05,148.98,15.669737,Monday,0,0,0,0,369.4
Wise,AE-PH,2026-01-06,144.14,15.719995,Tuesday,1,0,0,0,315.9
Remitly,AE-PH,2026-01-06,108.37,15.789001,Tuesday,1,0,1,0,213.82
WorldRemit,AE-PH,2026-01-06,114.37,15.742294,Tuesday,1,0,1,0,264.64
Wise,AE-PH,2026-01-07,108.26,15.810522,Wednesday,2,0,1,0,193.15
Remitly,AE-PH,2026-01-07,117.81,15.770707,Wednesday,2,0,1,0,240.78
WorldRemit,AE-PH,2026-01-07,100.74,15.770102,Wednesday,2,0,1,0,224.3
Wise,AE-PH,2026-01-08,85.67,15.850082,Thursday,3,0,1,0,132.92
Remitly,AE-PH,2026-01-08,161.17,15.702814,Thursday,3,0,0,0,349.53
WorldRemit,AE-PH,2026-01-08,109.66,15.726228,Thursday,3,0,1,0,275.41
Wise,AE-PH,2026-01-09,95.36,15.817283,Friday,4,0,1,0,173.8
Remitly,AE-PH,2026-01-09,162.12,15.689533,Friday,4,0,0,0,363.34
WorldRemit,AE-PH,2026-01-09,145.97,15.647683,Friday,4,0,0,0,387.84
Wise,AE-PH,2026-01-10,139.28,15.725057,Saturday,5,0,0,0,306.16
Remitly,AE-PH,2026-01-10,162.72,15.679505,Saturday,5,0,0,0,373.66
WorldRemit,AE-PH,2026-01-10,154.0,15.664366,Saturday,5,0,0,0,379.64
Wise,AE-PH,2026-01-11,149.08,15.721701,Sunday,6,0,0,0,319.2
Remitly,AE-PH,2026-01-11,155.46,15.714395,Sunday,6,0,0,0,332.63
WorldRemit,AE-PH,2026-01-11,151.74,15.668945,Sunday,6,0,0,0,372.93
Wise,AE-PH,2026-01-12,145.44,15.728654,Monday,0,0,0,0,308.85
Remitly,AE-PH,2026-01-12,146.84,15.705799,Monday,0,0,0,0,332.32
WorldRemit,AE-PH,2026-01-12,157.41,15.669055,Monday,0,0,0,0,378.5
Wise,AE-PH,2026-01-13,138.65,15.720509,Tuesday,1,0,0,0,309.91
Remitly,AE-PH,2026-01-13,132.51,15.753408,Tuesday,1,0,0,0,272.09
WorldRemit,AE-PH,2026-01-13,140.55,15.687179,Tuesday,1,0,0,0,344.05
Wise,AE-PH,2026-01-14,153.03,15.717492,Wednesday,2,0,0,1,327.2
Remitly,AE-PH,2026-01-14,155.17,15.681042,Wednesday,2,0,0,1,364.62
WorldRemit,AE-PH,2026-01-14,133.19,15.666351,Wednesday,2,0,0,1,356.9
Wise,AE-PH,2026-01-15,129.67,15.746114,Thursday,3,0,0,1,276.26
Remitly,AE-PH,2026-01-15,179.87,15.658098,Thursday,3,0,0,1,411.61
WorldRemit,AE-PH,2026-01-15,152.45,15.636932,Thursday,3,0,0,1,404.8
Wise,AE-PH,2026-01-16,143.82,15.712469,Friday,4,0,0,1,322.84
Remitly,AE-PH,2026-01-16,179.66,15.629533,Friday,4,0,0,1,439.23
WorldRemit,AE-PH,2026-01-16,160.58,15.621135,Friday,4,0,0,1,428.36
Wise,AE-PH,2026-01-17,137.55,15.74077,Saturday,5,0,0,0,289.29
Remitly,AE-PH,2026-01-17,161.8,15.673841,Saturday,5,0,0,0,378.24
WorldRemit,AE-PH,2026-01-17,154.58,15.654293,Saturday,5,0,0,0,390.02
Wise,AE-PH,2026-01-18,149.87,15.70633,Sunday,6,0,0,0,334.83
Remitly,AE-PH,2026-01-18,155.84,15.690668,Sunday,6,0,0,0,355.95
WorldRemit,AE-PH,2026-01-18,158.63,15.653952,Sunday,6,0,0,0,394.4
Wise,AE-PH,2026-01-19,143.56,15.713011,Monday,0,0,0,0,322.07
Remitly,AE-PH,2026-01-19,148.11,15.727494,Monday,0,0,0,0,312.64
WorldRemit,AE-PH,2026-01-19,147.66,15.680778,Monday,0,0,0,0,357.36
Wise,AE-PH,2026-01-20,149.28,15.724825,Tuesday,1,0,0,0,316.38
Remitly,AE-PH,2026-01-20,133.25,15.752412,Tuesday,1,0,0,0,273.78
WorldRemit,AE-PH,2026-01-20,142.21,15.686356,Tuesday,1,0,0,0,346.5
Wise,AE-PH,2026-01-21,130.87,15.765818,Wednesday,2,0,0,0,258.54
Remitly,AE-PH,2026-01-21,151.59,15.716118,Wednesday,2,0,0,0,327.09
WorldRemit,AE-PH,2026-01-21,124.78,15.725664,Wednesday,2,0,0,0,291.08
Wise,AE-PH,2026-01-22,117.69,15.786579,Thursday,3,0,0,0,225.46
Remitly,AE-PH,2026-01-22,161.22,15.715892,Thursday,3,0,0,0,336.95
WorldRemit,AE-PH,2026-01-22,141.2,15.699625,Thursday,3,0,0,0,332.65
Wise,AE-PH,2026-01-23,128.05,15.753068,Friday,4,0,0,0,267.95
Remitly,AE-PH,2026-01-23,163.06,15.668305,Friday,4,0,0,0,384.87
WorldRemit,AE-PH,2026-01-23,152.3,15.66621,Friday,4,0,0,0,376.14
Wise,AE-PH,2026-01-24,142.48,15.731881,Saturday,5,0,0,0,302.78
Remitly,AE-PH,2026-01-24,163.89,15.660555,Saturday,5,0,0,0,393.24
WorldRemit,AE-PH,2026-01-24,158.78,15.6608,Saturday,5,0,0,0,387.88
Wise,AE-PH,2026-01-25,143.82,15.713283,Sunday,6,0,0,0,322.06
Remitly,AE-PH,2026-01-25,156.23,15.684552,Sunday,6,0,0,0,362.28
WorldRemit,AE-PH,2026-01-25,161.98,15.637388,Sunday,6,0,0,0,413.89
Wise,AE-PH,2026-01-26,144.15,15.723869,Monday,0,0,0,0,312.17
Remitly,AE-PH,2026-01-26,145.86,15.710665,Monday,0,0,0,0,326.63
WorldRemit,AE-PH,2026-01-26,152.21,15.666461,Monday,0,0,0,0,375.81
Wise,AE-PH,2026-01-27,143.02,15.75177,Tuesday,1,0,0,0,284.18
Remitly,AE-PH,2026-01-27,135.17,15.763346,Tuesday,1,0,0,0,265.21
WorldRemit,AE-PH,2026-01-27,138.77,15.676917,Tuesday,1,0,0,0,352.23
Wise,AE-PH,2026-01-28,128.57,15.758116,Wednesday,2,0,0,0,263.62
Remitly,AE-PH,2026-01-28,150.73,15.718199,Wednesday,2,0,0,0,324.23
WorldRemit,AE-PH,2026-01-28,119.25,15.72668,Wednesday,2,0,0,0,284.56
Wise,AE-PH,2026-01-29,134.4,15.727666,Thursday,3,0,0,1,298.76
Remitly,AE-PH,2026-01-29,167.63,15.65038,Thursday,3,0,0,1,406.87
WorldRemit,AE-PH,2026-01-29,158.76,15.644127,Thursday,3,0,0,1,404.09
Wise,AE-PH,2026-01-30,144.43,15.691669,Friday,4,0,0,1,343.57
Remitly,AE-PH,2026-01-30,184.11,15.628694,Friday,4,0,0,1,444.51
WorldRemit,AE-PH,2026-01-30,163.96,15.611286,Friday,4,0,0,1,441.37
Wise,AE-PH,2026-01-31,160.18,15.686325,Saturday,5,0,0,1,364.51
Remitly,AE-PH,2026-01-31,176.27,15.640852,Saturday,5,0,0,1,424.8
WorldRemit,AE-PH,2026-01-31,174.38,15.589293,Saturday,5,0,0,1,473.34
Wise,AE-PH,2026-02-01,148.8,15.714874,Sunday,6,0,0,0,325.51
Remitly,AE-PH,2026-02-01,157.78,15.689499,Sunday,6,0,0,0,359.03
WorldRemit,AE-PH,2026-02-01,159.01,15.649732,Sunday,6,0,0,0,398.88
Wise,AE-PH,2026-02-02,146.95,15.706768,Monday,0,0,0,0,331.49
Remitly,AE-PH,2026-02-02,120.8,15.774284,Monday,0,0,1,0,240.35
WorldRemit,AE-PH,2026-02-02,150.42,15.654833,Monday,0,0,0,0,385.33
Wise,AE-PH,2026-02-03,145.43,15.722115,Tuesday,1,0,0,0,315.15
Remitly,AE-PH,2026-02-03,103.79,15.817222,Tuesday,1,0,1,0,182.29
WorldRemit,AE-PH,2026-02-03,116.4,15.74368,Tuesday,1,0,1,0,265.33
Wise,AE-PH,2026-02-04,104.53,15.818227,Wednesday,2,0,1,0,182.07
Remitly,AE-PH,2026-02-04,118.31,15.763414,Wednesday,2,0,1,0,248.28
WorldRemit,AE-PH,2026-02-04,91.15,15.766859,Wednesday,2,0,1,0,217.81
Wise,AE-PH,2026-02-05,88.21,15.841071,Thursday,3,0,1,0,144.01
Remitly,AE-PH,2026-02-05,159.84,15.683059,Thursday,3,0,0,0,367.34
WorldRemit,AE-PH,2026-02-05,107.3,15.740255,Thursday,3,0,1,0,259.53
Wise,AE-PH,2026-02-06,101.81,15.812608,Friday,4,0,1,0,184.71
Remitly,AE-PH,2026-02-06,160.54,15.680503,Friday,4,0,0,0,370.52
WorldRemit,AE-PH,2026-02-06,150.98,15.662324,Friday,4,0,0,0,378.61
Wise,AE-PH,2026-02-07,136.85,15.7342,Saturday,5,0,0,0,294.91
Remitly,AE-PH,2026-02-07,163.52,15.669089,Saturday,5,0,0,0,384.57
WorldRemit,AE-PH,2026-02-07,165.39,15.64916,Saturday,5,0,0,0,405.83
Wise,AE-PH,2026-02-08,143.79,15.713713,Sunday,6,0,0,0,321.62
Remitly,AE-PH,2026-02-08,160.89,15.684602,Sunday,6,0,0,0,366.89
WorldRemit,AE-PH,2026-02-08,163.72,15.631945,Sunday,6,0,0,0,420.94
Wise,AE-PH,2026-02-09,146.41,15.713236,Monday,0,0,0,0,324.7
Remitly,AE-PH,2026-02-09,147.58,15.723524,Monday,0,0,0,0,315.94
WorldRemit,AE-PH,2026-02-09,145.62,15.654892,Monday,0,0,0,0,380.48
Wise,AE-PH,2026-02-10,141.06,15.737679,Tuesday,1,0,0,0,295.77
Remitly,AE-PH,2026-02-10,129.19,15.747435,Tuesday,1,0,0,0,274.51
WorldRemit,AE-PH,2026-02-10,136.92,15.697936,Tuesday,1,0,0,0,330.0
Wise,AE-PH,2026-02-11,125.98,15.757997,Wednesday,2,0,0,0,261.15
Remitly,AE-PH,2026-02-11,148.97,15.716651,Wednesday,2,0,0,0,323.96
WorldRemit,AE-PH,2026-02-11,126.01,15.712807,Wednesday,2,0,0,0,304.71
Wise,AE-PH,2026-02-12,112.14,15.776927,Thursday,3,0,0,0,229.15
Remitly,AE-PH,2026-02-12,162.91,15.702312,Thursday,3,0,0,0,351.76
WorldRemit,AE-PH,2026-02-12,140.82,15.691071,Thursday,3,0,0,0,340.55
Wise,AE-PH,2026-02-13,130.95,15.769296,Friday,4,0,0,0,255.28
Remitly,AE-PH,2026-02-13,163.86,15.677924,Friday,4,0,0,0,376.33
WorldRemit,AE-PH,2026-02-13,156.46,15.665444,Friday,4,0,0,0,381.05
Wise,AE-PH,2026-02-14,157.41,15.684234,Saturday,5,0,0,1,363.76
Remitly,AE-PH,2026-02-14,182.95,15.61683,Saturday,5,0,0,1,454.93
WorldRemit,AE-PH,2026-02-14,173.82,15.60262,Saturday,5,0,0,1,459.71
Wise,AE-PH,2026-02-15,164.18,15.661039,Sunday,6,0,0,1,393.05
Remitly,AE-PH,2026-02-15,181.79,15.649509,Sunday,6,0,0,1,421.88
WorldRemit,AE-PH,2026-02-15,177.73,15.608043,Sunday,6,0,0,1,458.32
Wise,AE-PH,2026-02-16,165.58,15.668802,Monday,0,0,0,1,386.91
Remitly,AE-PH,2026-02-16,164.6,15.685611,Monday,0,0,0,1,369.62
WorldRemit,AE-PH,2026-02-16,176.62,15.612964,Monday,0,0,0,1,452.39
Wise,AE-PH,2026-02-17,146.55,15.74622,Tuesday,1,0,0,0,293.05
Remitly,AE-PH,2026-02-17,128.31,15.757328,Tuesday,1,0,0,0,264.13
WorldRemit,AE-PH,2026-02-17,137.4,15.68555,Tuesday,1,0,0,0,342.47
Wise,AE-PH,2026-02-18,126.89,15.749361,Wednesday,2,0,0,0,270.36
Remitly,AE-PH,2026-02-18,149.99,15.714556,Wednesday,2,0,0,0,327.0
WorldRemit,AE-PH,2026-02-18,126.92,15.718188,Wednesday,2,0,0,0,300.43
Wise,AE-PH,2026-02-19,110.58,15.792933,Thursday,3,0,0,0,212.27
Remitly,AE-PH,2026-02-19,159.77,15.691802,Thursday,3,0,0,0,358.79
WorldRemit,AE-PH,2026-02-19,141.4,15.682555,Thursday,3,0,0,0,349.38
Wise,AE-PH,2026-02-20,130.38,15.768557,Friday,4,0,0,0,255.42
Remitly,AE-PH,2026-02-20,167.0,15.669811,Friday,4,0,0,0,387.35
